impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cpu,1,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.098,3.1628,669,13.38
cpu,1,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0878,2.75929,4331,86.62
cpu,1,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9498,0.89688,1269,25.38
