impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,9,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.1536,3.31561,0,0
cuda,9,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.042,2.99424,0,0
cuda,9,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.94,0.7564,0,0
