impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,8,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.121,3.33316,0,0
cuda,8,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0522,2.99148,0,0
cuda,8,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9632,0.853446,0,0
