impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,17,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.1424,3.31772,0,0
cuda,17,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0334,2.92908,0,0
cuda,17,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9584,0.876669,0,0
