impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,11,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.136,3.2311,0,0
cuda,11,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0558,2.86789,0,0
cuda,11,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9488,0.885779,0,0
