impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,14,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.1142,3.34156,0,0
cuda,14,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0424,2.9398,0,0
cuda,14,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9834,0.961524,0,0
