impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,15,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.1244,3.29892,0,0
cuda,15,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0474,2.90275,0,0
cuda,15,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9644,0.903933,0,0
