impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,5,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.0556,3.15811,0,0
cuda,5,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.1086,2.70601,0,0
cuda,5,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9776,0.945098,0,0
