impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,19,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.1256,3.19902,0,0
cuda,19,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.0652,2.82055,0,0
cuda,19,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.9382,0.809581,0,0
