impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,3,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.11,3.2207,0,0
cuda,3,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.066,2.85844,0,0
cuda,3,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.964,0.897504,0,0
