impl,seed,state_file,reaction_file,trials,time_limit,steps,chem,mean,variance,threshold_hits,threshold_pct
cuda,13,input_files/test.in,input_files/test.r,5000,-1,-1,a,3.158,3.30784,0,0
cuda,13,input_files/test.in,input_files/test.r,5000,-1,-1,b,7.035,2.92938,0,0
cuda,13,input_files/test.in,input_files/test.r,5000,-1,-1,c,4.936,0.815504,0,0
